m,TagName,
"2020-12-01 00:00:00","c","2655"
"2020-12-01 00:00:00","c#","5751"
"2020-12-01 00:00:00","c++","4459"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","536"
"2020-12-01 00:00:00","java","7848"
"2020-12-01 00:00:00","javascript","16063"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4816"
"2020-12-01 00:00:00","python","22268"
"2020-12-01 00:00:00","r","4346"
"2020-12-01 00:00:00","ruby","502"
"2020-12-01 00:00:00","swift","2106"
"2021-01-01 00:00:00","assembly","312"
"2021-01-01 00:00:00","c","2574"
"2021-01-01 00:00:00","c#","6215"
"2021-01-01 00:00:00","c++","4113"
"2021-01-01 00:00:00","delphi","200"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8066"
"2021-01-01 00:00:00","javascript","16922"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4768"
"2021-01-01 00:00:00","python","22934"
"2021-01-01 00:00:00","r","4345"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2325"
"2021-02-01 00:00:00","assembly","245"
"2021-02-01 00:00:00","c","2246"
"2021-02-01 00:00:00","c#","5817"
"2021-02-01 00:00:00","c++","4110"
"2021-02-01 00:00:00","delphi","188"
"2021-02-01 00:00:00","go","573"
"2021-02-01 00:00:00","java","7620"
"2021-02-01 00:00:00","javascript","15318"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4390"
"2021-02-01 00:00:00","python","21462"
"2021-02-01 00:00:00","r","4335"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2268"
"2021-03-01 00:00:00","assembly","326"
"2021-03-01 00:00:00","c","2505"
"2021-03-01 00:00:00","c#","6416"
"2021-03-01 00:00:00","c++","4322"
"2021-03-01 00:00:00","delphi","256"
"2021-03-01 00:00:00","go","764"
"2021-03-01 00:00:00","java","8701"
"2021-03-01 00:00:00","javascript","16828"
"2021-03-01 00:00:00","perl","153"
"2021-03-01 00:00:00","php","4781"
"2021-03-01 00:00:00","python","24002"
"2021-03-01 00:00:00","r","5184"
"2021-03-01 00:00:00","ruby","499"
"2021-03-01 00:00:00","swift","2394"
"2021-04-01 00:00:00","assembly","323"
"2021-04-01 00:00:00","c","2310"
"2021-04-01 00:00:00","c#","5934"
"2021-04-01 00:00:00","c++","3965"
"2021-04-01 00:00:00","delphi","172"
"2021-04-01 00:00:00","go","629"
"2021-04-01 00:00:00","java","7968"
"2021-04-01 00:00:00","javascript","15926"
"2021-04-01 00:00:00","perl","140"
"2021-04-01 00:00:00","php","4345"
"2021-04-01 00:00:00","python","22817"
"2021-04-01 00:00:00","r","4808"
"2021-04-01 00:00:00","ruby","521"
"2021-04-01 00:00:00","swift","2125"
"2021-05-01 00:00:00","assembly","305"
"2021-05-01 00:00:00","c","2150"
"2021-05-01 00:00:00","c#","6030"
"2021-05-01 00:00:00","c++","4326"
"2021-05-01 00:00:00","delphi","171"
"2021-05-01 00:00:00","go","664"
"2021-05-01 00:00:00","java","8516"
"2021-05-01 00:00:00","javascript","16727"
"2021-05-01 00:00:00","perl","121"
"2021-05-01 00:00:00","php","4545"
"2021-05-01 00:00:00","python","23714"
"2021-05-01 00:00:00","r","4932"
"2021-05-01 00:00:00","ruby","416"
"2021-05-01 00:00:00","swift","1990"
"2021-06-01 00:00:00","assembly","274"
"2021-06-01 00:00:00","c","1989"
"2021-06-01 00:00:00","c#","6392"
"2021-06-01 00:00:00","c++","4154"
"2021-06-01 00:00:00","delphi","132"
"2021-06-01 00:00:00","go","638"
"2021-06-01 00:00:00","java","9153"
"2021-06-01 00:00:00","javascript","17547"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","php","4822"
"2021-06-01 00:00:00","python","24439"
"2021-06-01 00:00:00","r","4936"
"2021-06-01 00:00:00","ruby","467"
"2021-06-01 00:00:00","swift","2106"
"2021-07-01 00:00:00","assembly","187"
"2021-07-01 00:00:00","c","1703"
"2021-07-01 00:00:00","c#","5921"
"2021-07-01 00:00:00","c++","3767"
"2021-07-01 00:00:00","delphi","146"
"2021-07-01 00:00:00","go","642"
"2021-07-01 00:00:00","java","8279"
"2021-07-01 00:00:00","javascript","17256"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4578"
"2021-07-01 00:00:00","python","24001"
"2021-07-01 00:00:00","r","4672"
"2021-07-01 00:00:00","ruby","500"
"2021-07-01 00:00:00","swift","2251"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","c","1616"
"2021-08-01 00:00:00","c#","5734"
"2021-08-01 00:00:00","c++","3462"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","go","779"
"2021-08-01 00:00:00","java","7911"
"2021-08-01 00:00:00","javascript","16953"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","4555"
"2021-08-01 00:00:00","python","23010"
"2021-08-01 00:00:00","r","4567"
"2021-08-01 00:00:00","ruby","506"
"2021-08-01 00:00:00","swift","2180"
"2021-09-01 00:00:00","assembly","198"
"2021-09-01 00:00:00","c","1792"
"2021-09-01 00:00:00","c#","5737"
"2021-09-01 00:00:00","c++","3901"
"2021-09-01 00:00:00","delphi","145"
"2021-09-01 00:00:00","go","658"
"2021-09-01 00:00:00","java","7757"
"2021-09-01 00:00:00","javascript","16591"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","4289"
"2021-09-01 00:00:00","python","21847"
"2021-09-01 00:00:00","r","4325"
"2021-09-01 00:00:00","ruby","507"
"2021-09-01 00:00:00","swift","1920"
"2021-10-01 00:00:00","assembly","217"
"2021-10-01 00:00:00","c","2193"
"2021-10-01 00:00:00","c#","5990"
"2021-10-01 00:00:00","c++","4053"
"2021-10-01 00:00:00","delphi","150"
"2021-10-01 00:00:00","go","757"
"2021-10-01 00:00:00","java","7726"
"2021-10-01 00:00:00","javascript","16042"
"2021-10-01 00:00:00","perl","131"
"2021-10-01 00:00:00","php","4212"
"2021-10-01 00:00:00","python","22770"
"2021-10-01 00:00:00","r","4722"
"2021-10-01 00:00:00","ruby","475"
"2021-10-01 00:00:00","swift","1831"
"2021-11-01 00:00:00","assembly","309"
"2021-11-01 00:00:00","c","2337"
"2021-11-01 00:00:00","c#","6368"
"2021-11-01 00:00:00","c++","4157"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","701"
"2021-11-01 00:00:00","java","8263"
"2021-11-01 00:00:00","javascript","15801"
"2021-11-01 00:00:00","perl","80"
"2021-11-01 00:00:00","php","4110"
"2021-11-01 00:00:00","python","23327"
"2021-11-01 00:00:00","r","4609"
"2021-11-01 00:00:00","ruby","448"
"2021-11-01 00:00:00","swift","1754"
"2021-12-01 00:00:00","assembly","284"
"2021-12-01 00:00:00","c","2261"
"2021-12-01 00:00:00","c#","5709"
"2021-12-01 00:00:00","c++","3863"
"2021-12-01 00:00:00","delphi","159"
"2021-12-01 00:00:00","go","771"
"2021-12-01 00:00:00","java","7524"
"2021-12-01 00:00:00","javascript","15260"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3722"
"2021-12-01 00:00:00","python","22023"
"2021-12-01 00:00:00","r","3916"
"2021-12-01 00:00:00","ruby","433"
"2021-12-01 00:00:00","swift","1661"
"2022-01-01 00:00:00","assembly","240"
"2022-01-01 00:00:00","c","2061"
"2022-01-01 00:00:00","c#","5914"
"2022-01-01 00:00:00","c++","3890"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","794"
"2022-01-01 00:00:00","java","7703"
"2022-01-01 00:00:00","javascript","16267"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","4010"
"2022-01-01 00:00:00","python","22636"
"2022-01-01 00:00:00","r","4252"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","1989"
"2022-02-01 00:00:00","assembly","226"
"2022-02-01 00:00:00","c","1792"
"2022-02-01 00:00:00","c#","5844"
"2022-02-01 00:00:00","c++","3488"
"2022-02-01 00:00:00","delphi","187"
"2022-02-01 00:00:00","go","689"
"2022-02-01 00:00:00","java","7296"
"2022-02-01 00:00:00","javascript","15481"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3729"
"2022-02-01 00:00:00","python","22689"
"2022-02-01 00:00:00","r","4345"
"2022-02-01 00:00:00","ruby","457"
"2022-02-01 00:00:00","swift","1887"
"2022-03-01 00:00:00","assembly","257"
"2022-03-01 00:00:00","c","2104"
"2022-03-01 00:00:00","c#","6514"
"2022-03-01 00:00:00","c++","3856"
"2022-03-01 00:00:00","delphi","135"
"2022-03-01 00:00:00","go","834"
"2022-03-01 00:00:00","java","8164"
"2022-03-01 00:00:00","javascript","16404"
"2022-03-01 00:00:00","perl","106"
"2022-03-01 00:00:00","php","3787"
"2022-03-01 00:00:00","python","24669"
"2022-03-01 00:00:00","r","5099"
"2022-03-01 00:00:00","ruby","529"
"2022-03-01 00:00:00","swift","2086"
"2022-04-01 00:00:00","assembly","294"
"2022-04-01 00:00:00","c","1957"
"2022-04-01 00:00:00","c#","6167"
"2022-04-01 00:00:00","c++","4048"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","792"
"2022-04-01 00:00:00","java","8165"
"2022-04-01 00:00:00","javascript","16640"
"2022-04-01 00:00:00","perl","106"
"2022-04-01 00:00:00","php","4110"
"2022-04-01 00:00:00","python","24505"
"2022-04-01 00:00:00","r","4868"
"2022-04-01 00:00:00","ruby","499"
"2022-04-01 00:00:00","swift","1867"
